date,currency,rate_to_krw,rate_source,label
2025-01-17,USD,1454.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-20,JPY100,931.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-20,USD,1455.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-21,JPY100,934.59,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-21,USD,1453,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-22,JPY100,923.18,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-22,USD,1437.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-23,JPY100,916.84,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-23,USD,1434.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-24,JPY100,921.01,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-24,USD,1437.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-01-31,JPY100,927.88,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-01-31,USD,1433.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-03,JPY100,935.91,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-03,USD,1453,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-04,JPY100,947.96,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-04,USD,1469.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-05,JPY100,946.08,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-05,USD,1460.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-06,JPY100,950.48,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-06,USD,1450,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-07,JPY100,956.48,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-07,USD,1447.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-10,JPY100,954.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-10,USD,1447.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-11,JPY100,956.47,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-11,USD,1453.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-12,JPY100,952.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-12,USD,1453.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-13,JPY100,941.44,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-13,USD,1452.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-14,JPY100,948.47,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-14,USD,1450.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-17,JPY100,947.79,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-17,USD,1443.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-18,JPY100,950.97,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-18,USD,1441.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-19,JPY100,949.68,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-19,USD,1443.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-20,JPY100,952.12,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-20,USD,1440.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-21,JPY100,962.91,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-21,USD,1439.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-24,JPY100,961.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-24,USD,1434.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-25,JPY100,953.59,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-25,USD,1429.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-26,JPY100,959.69,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-26,USD,1430.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-27,JPY100,961.49,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-27,USD,1431.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-02-28,JPY100,961.82,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-02-28,USD,1439.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-04,JPY100,976.37,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-04,USD,1458.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-05,JPY100,973.42,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-05,USD,1459.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-06,JPY100,978.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-06,USD,1456,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-07,JPY100,974.28,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-07,USD,1441.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-10,JPY100,980.54,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-10,USD,1446.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-11,JPY100,988.29,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-11,USD,1451.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-12,JPY100,986,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-12,USD,1457.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-13,JPY100,979.86,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-13,USD,1452,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-14,JPY100,981.64,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-14,USD,1451.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-17,JPY100,979.33,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-17,USD,1454.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-18,JPY100,969.37,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-18,USD,1448,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-19,JPY100,968.74,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-19,USD,1447.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-20,JPY100,976.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-20,USD,1452.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-21,JPY100,981.14,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-21,USD,1459.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-24,JPY100,980.65,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-24,USD,1466.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-25,JPY100,973.36,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-25,USD,1466.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-26,JPY100,980.09,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-26,USD,1469.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-27,JPY100,974.37,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-27,USD,1465.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-28,JPY100,971.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-28,USD,1466.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-03-31,JPY100,981.76,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-03-31,USD,1466.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-01,JPY100,980.11,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-01,USD,1470.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-02,JPY100,982.48,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-02,USD,1471.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-03,JPY100,989.95,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-03,USD,1467.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-04,JPY100,1006,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-04,USD,1467,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-07,JPY100,992.45,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-07,USD,1439.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-08,JPY100,990.91,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-08,USD,1465.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-09,JPY100,1008.61,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-09,USD,1470.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-10,JPY100,1004.81,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-10,USD,1482.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-11,JPY100,1012.07,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-11,USD,1458.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-14,JPY100,1009.74,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-14,USD,1450.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-15,JPY100,996.41,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-15,USD,1427.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-16,JPY100,993.89,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-16,USD,1423.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-17,JPY100,1006.42,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-17,USD,1427.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-18,JPY100,997.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-18,USD,1419.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-21,JPY100,1003.53,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-21,USD,1421.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-22,JPY100,1007.99,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-22,USD,1418.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-23,JPY100,996.99,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-23,USD,1422.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-24,JPY100,997.03,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-24,USD,1426.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-25,JPY100,1001.68,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-25,USD,1430.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-28,JPY100,997.88,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-28,USD,1434.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-29,JPY100,1011.85,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-29,USD,1439.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-04-30,JPY100,1011.07,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-04-30,USD,1438.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-02,JPY100,980.89,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-02,USD,1426.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-07,JPY100,995.92,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-07,USD,1426.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-08,JPY100,969.17,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-08,USD,1394.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-09,JPY100,956.69,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-09,USD,1396,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-12,JPY100,964.23,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-12,USD,1405.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-13,JPY100,943.38,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-13,USD,1400.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-14,JPY100,958.67,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-14,USD,1413.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-15,JPY100,966.12,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-15,USD,1415.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-16,JPY100,961.96,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-16,USD,1399.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-19,JPY100,960.43,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-19,USD,1394.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-20,JPY100,964.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-20,USD,1398,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-21,JPY100,964.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-21,USD,1392.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-22,JPY100,962.96,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-22,USD,1387.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-23,JPY100,958.59,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-23,USD,1378.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-26,JPY100,964.05,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-26,USD,1376.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-27,JPY100,956.62,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-27,USD,1365,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-28,JPY100,948.79,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-28,USD,1368.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-29,JPY100,946.56,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-29,USD,1374.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-05-30,JPY100,959.27,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-05-30,USD,1381.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-02,JPY100,956.78,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-02,USD,1375.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-04,JPY100,956.75,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-04,USD,1376.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-05,JPY100,962.18,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-05,USD,1373.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-09,JPY100,939.48,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-09,USD,1359,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-10,JPY100,939.47,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-10,USD,1358.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-11,JPY100,938.35,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-11,USD,1359.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-12,JPY100,948.94,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-12,USD,1368.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-13,JPY100,950.22,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-13,USD,1362.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-16,JPY100,945.59,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-16,USD,1366.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-17,JPY100,942.66,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-17,USD,1363.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-18,JPY100,936.87,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-18,USD,1361.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-19,JPY100,946.87,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-19,USD,1373.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-20,JPY100,948.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-20,USD,1379.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-23,JPY100,935.54,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-23,USD,1369.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-24,JPY100,947.16,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-24,USD,1381.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-25,JPY100,941.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-25,USD,1365,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-26,JPY100,938.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-26,USD,1360.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-27,JPY100,939.26,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-27,USD,1357.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-06-30,JPY100,938.98,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-06-30,USD,1356.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-01,JPY100,940.65,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-01,USD,1353.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-02,JPY100,943.01,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-02,USD,1352.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-03,JPY100,946.82,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-03,USD,1359.4,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-04,JPY100,937.43,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-04,USD,1358.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-07,JPY100,943.95,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-07,USD,1364.2,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-08,JPY100,936.77,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-08,USD,1366.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-09,JPY100,932.77,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-09,USD,1368,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-10,JPY100,939.25,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-10,USD,1373.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-11,JPY100,939.32,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-11,USD,1373,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-14,JPY100,932.16,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-14,USD,1374.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-15,JPY100,932.52,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-15,USD,1378.5,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-16,JPY100,928.77,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-16,USD,1382.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-17,JPY100,937.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-17,USD,1387.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-18,JPY100,937.73,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-18,USD,1390.8,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-21,JPY100,936.64,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-21,USD,1391.9,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-22,JPY100,943.66,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-22,USD,1391.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-23,JPY100,945.02,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-23,USD,1386.3,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-24,JPY100,941.94,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-24,USD,1379.1,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-25,JPY100,930.96,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-25,USD,1368.7,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-28,JPY100,931.21,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-28,USD,1376,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-29,JPY100,928.96,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
2025-07-29,USD,1379.6,BOK ECOS StatisticSearch sample / 731Y001,KRW/USD BOK basic rate
2025-07-30,JPY100,936.88,BOK ECOS StatisticSearch sample / 731Y001,KRW/JPY(100) BOK basic rate
